store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,year_first,year_last,X,Y,method,match,dup,st_fips,cty_fips,tract_fips,gisjn_tct,msa_fips,msa_name,msa_short,place_fips,place_name,gisjn_plc,puma_fips,gisjn_puma,chain
supremo international foods,st_213623,2055,beaver ruin rd,NA,norcross,GA,30071,Supermarket,16,Supermarket,6,0,0,1,1,0,0,0,0,0,0,2010,2011,-84.17967678,33.93293906,esri,PointAddress,0,G13,G13135,G13135050319,G1301350050319,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1355776,Norcross city,G13055776,G1355776,G13004001,NA
NORCROSS FARMERS MARKET,st_118324,6455,Jimmy Carter Blvd,NA,Norcross,GA,30071,Supermarket,16,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.22479994,33.93531865,esri,StreetAddress,0,G13,G13135,G13135050306,G1301350050306,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004001,NA
BRITO SUPERMARKET 1,st_234142,5735,Buford Hwy,NA,Norcross,GA,30071,Supermarket,16,Supermarket,6,0,0,1,1,1,1,0,0,0,0,2010,2013,-84.20992096,33.94006016,esri,PointAddress,0,G13,G13135,G13135050311,G1301350050311,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1355776,Norcross city,G13055776,G1355776,G13004001,NA
PUBLIX 560,st_081656,3200,Holcomb Bridge Rd,NA,Norcross,GA,30092,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.23204,33.94915,usda,NA,0,G13,G13135,G13135050310,G1301350050310,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004001,publix
KROGER 334,st_102678,6050,PEACHTREE PKWY,NA,NORCROSS,GA,30092,Supermarket,16,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.23316493,33.95424873,esri,PointAddress,0,G13,G13135,G13135050310,G1301350050310,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,kroger
PUBLIX 0722,st_112377,7736,Spalding Dr,NA,Norcross,GA,30092,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.26108,33.96717,usda,NA,0,G13,G13121,G13121010108,G1301210010108,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,publix
Trader Joe's 734,st_032474,5185,Peachtree Pkwy,Ste 101,Norcross,GA,30092,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.21625,33.98001,usda,NA,0,G13,G13135,G13135050308,G1301350050308,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,NA
INGLES MARKETS 474,st_103660,5075,PEACHTREE PKWY,NA,NORCROSS,GA,30092,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.21296,33.9848,usda,NA,0,G13,G13135,G13135050308,G1301350050308,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,NA
KROGER 388,st_167811,564,Crosstown Rd,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.56209,33.37654,usda,NA,0,G13,G13113,G13113140303,G1301130140303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,kroger
Kmart 3978,st_116344,400,Crosstown Rd,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.55969,33.37721,usda,NA,0,G13,G13113,G13113140303,G1301130140303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,NA
Walmart S/C 3461,st_127076,2717,Highway 54,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.59902,33.39695,usda,NA,0,G13,G13113,G13113140208,G1301130140208,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,walmart
KROGER 422,st_084953,1001,N Peachtree Pkwy,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.58872,33.4409,usda,NA,0,G13,G13113,G13113140207,G1301130140207,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,kroger
TARGET STORE T-2129,st_028268,1209,N Peachtree Pkwy,NA,Peachtree City,GA,30269,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.58999,33.44103,usda,NA,0,G13,G13113,G13113140207,G1301130140207,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,NA
Publix 0799,st_120685,1200,1200 Hwy 74 S,Ste 20,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.53591,33.34195,usda,NA,0,G13,G13113,G13113140306,G1301130140306,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,publix
Aldi 7,st_397941,2709,Highway 54,NA,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.59811,33.39693,usda,NA,0,G13,G13113,G13113140208,G1301130140208,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,aldi
Sprouts Farmers Market 524,st_401492,2015,E Highway 54,NA,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.57745,33.4026,usda,NA,0,G13,G13113,G13113140303,G1301130140303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,NA
The Fresh Market 128,st_304956,100,N Peachtree Pkwy,NA,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,0,0,0,0,0,1,1,1,1,1,2013,2017,-84.56853,33.40736,usda,NA,0,G13,G13113,G13113140303,G1301130140303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,NA
KROGER 654,st_117378,100,N Peachtree Pkwy,NA,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,2008,2009,-84.57068943,33.40936697,esri,StreetAddress,0,G13,G13113,G13113140206,G1301130140206,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359724,Peachtree City city,G13059724,G1359724,G13002400,kroger
PUBLIX 546,st_079466,130,Peachtree East Shopping Ctr # 4,NA,Peachtree City,GA,30269,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.5572,33.42347,usda,NA,0,G13,G13113,G13113140304,G1301130140304,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13002400,publix
Aldi 2,st_415326,6135,Peachtree Pkwy,Ste 302,Peachtree Corners,GA,30092,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,0,1,2017,2017,-84.23481,33.95145,usda,NA,0,G13,G13135,G13135050310,G1301350050310,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,aldi
Earth Fare 320,st_366499,5270,Peachtree Pkwy,NA,Peachtree Corners,GA,30092,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,1,1,1,2015,2017,-84.21804,33.97672,usda,NA,0,G13,G13135,G13135050308,G1301350050308,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,NA
Sprouts Farmers Market 513,st_357535,5130,Peachtree Pkwy,Ste 100,Peachtree Corners,GA,30092,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,1,1,1,2015,2017,-84.21459,33.98185,usda,NA,0,G13,G13135,G13135050308,G1301350050308,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1359735,Peachtree Corners city,G13059735,G1359735,G13004001,NA
KROGER STORE 456,st_130975,4400,BROWNSVILLE RD,NA,POWDER SPRINGS,GA,30127,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.6981,33.8454,usda,NA,0,G13,G13067,G13067031509,G1300670031509,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1362524,Powder Springs city,G13062524,G1362524,G13003003,kroger
KROGER STORE 453,st_131773,4150,Macland Rd,NA,Powder Springs,GA,30127,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.67494,33.9025,usda,NA,0,G13,G13067,G13067030234,G1300670030234,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003003,kroger
Publix 670,st_099291,3721,New Macland Rd,Ste 300,Powder Springs,GA,30127,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.67568,33.86358,usda,NA,0,G13,G13067,G13067031506,G1300670031506,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1362524,Powder Springs city,G13062524,G1362524,G13003003,publix
PUBLIX 496,st_072986,5100,Dallas Hwy,NA,Powder Springs,GA,30127,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.70099,33.94137,usda,NA,0,G13,G13067,G13067030239,G1300670030239,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003003,publix
FOOD DEPOT 46,st_014773,6459,Highway 42,NA,Rex,GA,30273,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.28118,33.57727,usda,NA,0,G13,G13063,G13063040413,G1300630040413,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,NA
LITTLE GIANT FARMERS MARKET,st_163747,7535,Highway 85,NA,Riverdale,GA,30274,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41502,33.54871,usda,NA,0,G13,G13063,G13063040514,G1300630040514,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,NA
KROGER 319,st_088880,7125,Highway 85,NA,Riverdale,GA,30274,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41396,33.56039,usda,NA,0,G13,G13063,G13063040513,G1300630040513,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1365464,Riverdale city,G13065464,G1365464,G13005002,kroger
Walmart SUPERCENTER 0787,st_097406,7050,Highway 85,NA,Riverdale,GA,30274,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41337,33.5626,usda,NA,0,G13,G13063,G13063040523,G1300630040523,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1365464,Riverdale city,G13065464,G1365464,G13005002,walmart
SUPER H MART,st_028329,6335,Highway 85,NA,Riverdale,GA,30274,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41135,33.583,usda,NA,0,G13,G13063,G13063040510,G1300630040510,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1365464,Riverdale city,G13065464,G1365464,G13005002,NA
PUBLIX 0594,st_087051,7535,Highway 85,NA,Riverdale,GA,30274,Supermarket,16,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.41501238,33.5487502,esri,StreetAddress,0,G13,G13063,G13063040514,G1300630040514,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,publix
INGLES MARKETS 427,st_167928,7490,OLD NATIONAL HWY,NA,RIVERDALE,GA,30296,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,2008,2009,-84.4659334,33.55257103,esri,PointAddress,0,G13,G13121,G13121010515,G1301210010515,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001004,NA
INGLES MARKETS 412,st_082177,8494,HWY 85 & POINT SOUTH,NA,RIVERDALE,GA,30274,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,2008,2009,-84.412618,33.556209,google,rooftop,0,G13,G13063,G13063040523,G1300630040523,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005002,NA
FOOD DEPOT 31,st_110600,6642,Highway 85,NA,Riverdale,GA,30274,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41242,33.57343,usda,NA,0,G13,G13063,G13063040522,G1300630040522,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1365464,Riverdale city,G13065464,G1365464,G13005002,NA
Kroger 497,st_112268,900,HWY 120,NA,Roswell,GA,30075,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.39441,34.00279,usda,NA,0,G13,G13121,G13121011423,G1301210011423,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,kroger
MERCADO DEL PUEBLO,st_029786,694,Holcomb Bridge Rd,NA,Roswell,GA,30076,Super Store,15,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.34080973,34.03281823,esri,StreetAddress,0,G13,G13121,G13121011421,G1301210011421,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
KROGER 431,st_137634,570,E Crossville Rd,NA,Roswell,GA,30075,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.34602,34.03799,usda,NA,0,G13,G13121,G13121011419,G1301210011419,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,kroger
Walmart S/C 1578,st_108961,970,Mansell Rd,NA,Roswell,GA,30076,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.33322,34.04287,usda,NA,0,G13,G13121,G13121011421,G1301210011421,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,walmart
TARGET STORE T-1761,st_103793,1135,Woodstock Rd,NA,Roswell,GA,30075,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.39761,34.06214,usda,NA,0,G13,G13121,G13121011506,G1301210011506,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
Walmart Neighborhood Market 2376,st_335165,4651,Woodstock Rd,NA,Roswell,GA,30075,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,0,2014,2016,-84.42125705,34.06236888,esri,PointAddress,0,G13,G13067,G13067030342,G1300670030342,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,walmart
HARRY'S FARMERS MARKET,st_120236,1180,Upper Hembree Rd,NA,Roswell,GA,30076,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,0,0,2008,2015,-84.32582815,34.06808804,esri,StreetAddress,0,G13,G13121,G13121011611,G1301210011611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,NA
PUBLIX 1043,st_014260,1425,Market Blvd,Ste 600,Roswell,GA,30076,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.32008,34.01993,usda,NA,0,G13,G13121,G13121011411,G1301210011411,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,publix
CARNICERIA 3 HERMANOS,st_040413,1027,Alpharetta St,NA,Roswell,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.35932,34.02654,usda,NA,0,G13,G13121,G13121011405,G1301210011405,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
KROGER 351,st_082366,4401,SHALLOWFORD RD,NA,ROSWELL,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,2008,2012,-84.42317946,34.02732644,esri,PointAddress,0,G13,G13067,G13067030343,G1300670030343,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,kroger
PUBLIX 0086,st_128042,4401,SHALLOWFORD RD,NA,ROSWELL,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.42318,34.02733,usda,NA,0,G13,G13067,G13067030343,G1300670030343,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,publix
Aldi 16,st_294532,600,Mansell Rd,NA,Roswell,GA,30075,Supermarket,16,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.34579,34.04289,usda,NA,0,G13,G13121,G13121011417,G1301210011417,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,aldi
Sprouts Farmers Market 520,st_381888,10800,Alpharetta Hwy,Ste C-410,Roswell,GA,30076,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.3409,34.04382,usda,NA,0,G13,G13121,G13121011416,G1301210011416,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
Trader Joe's 733,st_030162,635,W Crossville Rd,NA,Roswell,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.37972,34.05759,usda,NA,0,G13,G13121,G13121011417,G1301210011417,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
Publix 626,st_092321,885,Woodstock Rd,Ste 100,Roswell,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3853,34.06015,usda,NA,0,G13,G13121,G13121011417,G1301210011417,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,publix
KROGER 384,st_161912,4651,Woodstock Rd,Ste 150,Roswell,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,2008,2012,-84.42125705,34.06236888,esri,PointAddress,0,G13,G13067,G13067030342,G1300670030342,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,kroger
The Fresh Market 217,st_387137,1125,Woodstock Rd,Ste 400,Roswell,GA,30075,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.39564,34.0626,usda,NA,0,G13,G13121,G13121011419,G1301210011419,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
Publix 0825,st_125212,4750,Old Alabama Rd NE,Ste 107,Roswell,GA,30075,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.42368,34.06467,usda,NA,0,G13,G13067,G13067030326,G1300670030326,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,publix
KROGER 467,st_093551,227,SANDY SPRINGS PL,NA,SANDY SPRINGS,GA,30328,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.38193,33.92149,usda,NA,0,G13,G13121,G13121010205,G1301210010205,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,kroger
Sprouts Farmers Market 517,st_384057,4600,Roswell Rd,Ste A100,Sandy Springs,GA,30342,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.37982,33.88057,usda,NA,0,G13,G13121,G13121010211,G1301210010211,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,NA
Publix 647,st_094360,1100,Hammond Dr,Ste 300,Sandy Springs,GA,30328,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.35185,33.91897,usda,NA,0,G13,G13121,G13121010110,G1301210010110,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,publix
Trader Joe's 731,st_030894,6277,Roswell Rd NE,NA,Sandy Springs,GA,30328,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.37903,33.92661,usda,NA,0,G13,G13121,G13121010121,G1301210010121,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,NA
CARNICERIA HERMANOS 3,st_025335,6342,Roswell Rd NE,Ste 425,Sandy Springs,GA,30328,Supermarket,16,Supermarket,6,1,1,1,1,1,1,0,0,0,0,2008,2013,-84.37916361,33.92747883,esri,PointAddress,0,G13,G13121,G13121010205,G1301210010205,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,NA
Publix 646,st_093606,7525,Roswell Rd,NA,Sandy Springs,GA,30350,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.36567,33.96105,usda,NA,0,G13,G13121,G13121010117,G1301210010117,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,publix
PUBLIX 514,st_075676,8725,Roswell Rd,Ste G,Sandy Springs,GA,30350,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.35119,33.99447,usda,NA,0,G13,G13121,G13121010119,G1301210010119,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1368516,Sandy Springs city,G13068516,G1368516,G13001001,publix
KROGER STORE 451,st_134019,4715,ATLANTA RD,NA,SMYRNA,GA,30080,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.48122,33.83811,usda,NA,0,G13,G13067,G13067031205,G1300670031205,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003004,kroger
Kroger 699,st_284750,3240,S Cobb Dr,NA,Smyrna,GA,30082,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.53164,33.87617,usda,NA,0,G13,G13067,G13067031115,G1300670031115,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,kroger
COBB INTERNATIONAL FARMERS MARKET,st_050439,2350,Spring Rd SE,Ste 100,Smyrna,GA,30080,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,0,0,0,2008,2014,-84.48711492,33.88326952,esri,PointAddress,0,G13,G13067,G13067031111,G1300670031111,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,NA
BUCKDENS VALU FOODS,st_124576,2500,SOUTH COBB DR,NA,SMYRNA,GA,30080,Super Store,15,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.53770324,33.89218674,esri,PointAddress,0,G13,G13067,G13067031116,G1300670031116,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,NA
TARGET STORE T-373,st_024466,2201,Cobb Pkwy SE,NA,Smyrna,GA,30080,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.48078,33.89582,usda,NA,0,G13,G13067,G13067030345,G1300670030345,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003001,NA
Nam Dae Mun Farmers Market,st_417845,2148,S Cobb Dr Se,NA,Smyrna,GA,30080,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,0,0,1,2017,2017,-84.5405,33.89956,usda,NA,0,G13,G13067,G13067031004,G1300670031004,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,NA
Sprouts Famers Market 518,st_377534,4330,E West Connector SE,NA,Smyrna,GA,30082,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,1,1,1,2015,2017,-84.50124,33.84355,usda,NA,0,G13,G13067,G13067031206,G1300670031206,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,NA
PUBLIX 0753,st_111308,4480,S COBB DR,NA,SMYRNA,GA,30080,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.50156,33.84429,usda,NA,0,G13,G13067,G13067031206,G1300670031206,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,publix
KROGER 299,st_102323,3315,S Cobb Dr SE Ste 1,NA,Smyrna,GA,30080,Supermarket,16,Supermarket,6,1,1,1,1,0,0,0,0,0,0,2008,2011,-84.52987636,33.87287082,esri,PointAddress,0,G13,G13067,G13067031118,G1300670031118,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,kroger
Food Depot 35,st_137370,3205,S Cobb Dr SE Ste B,NA,Smyrna,GA,30080,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.53101,33.87491,usda,NA,0,G13,G13067,G13067031115,G1300670031115,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,NA
Publix 1250,st_412659,2955,Atlanta Rd SE,NA,Smyrna,GA,30080,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,0,1,2017,2017,-84.51321,33.88134,usda,NA,0,G13,G13067,G13067031111,G1300670031111,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003004,publix
ALDI 61,st_136512,2589,Spring Rd SE,NA,Smyrna,GA,30080,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.47709,33.88333,usda,NA,0,G13,G13067,G13067031114,G1300670031114,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1371492,Smyrna city,G13071492,G1371492,G13003001,aldi
